Computer	Share	IsEveryoneAllowed	IsCurrentUserAllowed
IIS-CLUBS-PRD1.elal.co.il	D$	False	False
IIS-CLUBS-PRD1.elal.co.il	E$	False	False
IIS-CLUBS-PRD2.elal.co.il	ADMIN$	False	False
IIS-CLUBS-PRD2.elal.co.il	C$	False	False
IIS-CLUBS-PRD2.elal.co.il	D$	False	False
IIS-CLUBS-PRD2.elal.co.il	E$	False	False
ly102202.elal.co.il	ADMIN$	False	False
ly102202.elal.co.il	C$	False	False
IIS-APP-FA-NEW.elal.co.il	ADMIN$	False	False
IIS-APP-FA-NEW.elal.co.il	C$	False	False
IIS-APP-FA-NEW.elal.co.il	D$	False	False
IIS-APP-FA-NEW.elal.co.il	E$	False	False
IIS-APP-FA-NEW.elal.co.il	FA-SBY$	False	False
IIS-APP-FA-NEW.elal.co.il	MA-SBY$	False	False
ly083420.elal.co.il	ADMIN$	False	False
ly083420.elal.co.il	C$	False	False
ly097836.elal.co.il	ADMIN$	False	False
ly097836.elal.co.il	C$	False	False
TC-MGMT-02.elal.co.il	ADMIN$	False	False
TC-MGMT-02.elal.co.il	C$	False	False
TC-MGMT-02.elal.co.il	HPDM	True	True
ly080594.elal.co.il	ADMIN$	False	False
ly080594.elal.co.il	C$	False	False
SEC-SF-01.elal.co.il	ADMIN$	False	False
SEC-SF-01.elal.co.il	C$	False	False
IIS-1A-01.elal.co.il	ADMIN$	False	False
IIS-1A-01.elal.co.il	C$	False	False
IIS-1A-01.elal.co.il	D$	False	False
IIS-1A-01.elal.co.il	E$	False	False
NDES-01.elal.co.il	ADMIN$	False	False
NDES-01.elal.co.il	C$	False	False
NDES-01.elal.co.il	CertEnroll	True	True
SEC-SF-02.elal.co.il	ADMIN$	False	False
SEC-SF-02.elal.co.il	C$	False	False
ly097867.elal.co.il	ADMIN$	False	False
ly097867.elal.co.il	C$	False	False
TERM2019-LIC.elal.co.il	ADMIN$	False	False
TERM2019-LIC.elal.co.il	C$	False	False
IIS-CARGO-01.elal.co.il	ADMIN$	False	False
IIS-CARGO-01.elal.co.il	C$	False	False
IIS-CARGO-01.elal.co.il	D$	False	False
IIS-CARGO-01.elal.co.il	E$	False	False
SEC-MGMT-02.elal.co.il	ADMIN$	False	False
SEC-MGMT-02.elal.co.il	C$	False	False
SEC-MGMT-02.elal.co.il	D$	False	False
SEC-MGMT-02.elal.co.il	E$	False	False
SEC-MGMT-02.elal.co.il	T$	False	False
ly083439.elal.co.il	ADMIN$	False	False
ly083439.elal.co.il	C$	False	False
ly094241.elal.co.il	ADMIN$	False	False
ly094241.elal.co.il	C$	False	False
ly083407.elal.co.il	ADMIN$	False	False
ly083407.elal.co.il	C$	False	False
ly083322.elal.co.il	ADMIN$	False	False
ly083322.elal.co.il	C$	False	False
ly087145.elal.co.il	ADMIN$	False	False
ly087145.elal.co.il	C$	False	False
WFO-REC-PRD.elal.co.il	ADMIN$	False	False
WFO-REC-PRD.elal.co.il	ArchivedCalls	False	False
WFO-REC-PRD.elal.co.il	audio	False	False
WFO-REC-PRD.elal.co.il	C$	False	False
WFO-REC-PRD.elal.co.il	calls	False	False
WFO-REC-PRD.elal.co.il	E$	False	False
WFO-REC-PRD.elal.co.il	F$	False	False
WFO-REC-PRD.elal.co.il	G$	False	False
WFO-REC-PRD.elal.co.il	H$	False	False
WFO-REC-PRD.elal.co.il	K$	False	False
WFO-REC-PRD.elal.co.il	new	False	False
WFO-REC-PRD.elal.co.il	screen	False	False
WFO-REC-PRD.elal.co.il	T$	False	False
WFO-REC-PRD.elal.co.il	W$	False	False
ly094189.elal.co.il	ADMIN$	False	False
ly094189.elal.co.il	C$	False	False
ly094188.elal.co.il	ADMIN$	False	False
ly094188.elal.co.il	C$	False	False
ly094256.elal.co.il	ADMIN$	False	False
ly094256.elal.co.il	C$	False	False
ly094219.elal.co.il	ADMIN$	False	False
ly094219.elal.co.il	C$	False	False
ly094183.elal.co.il	ADMIN$	False	False
ly094183.elal.co.il	C$	False	False
ly094192.elal.co.il	ADMIN$	False	False
ly094192.elal.co.il	C$	False	False
ly094191.elal.co.il	ADMIN$	False	False
ly094191.elal.co.il	C$	False	False
ly094199.elal.co.il	ADMIN$	False	False
ly094199.elal.co.il	C$	False	False
ly094224.elal.co.il	ADMIN$	False	False
ly094224.elal.co.il	C$	False	False
ly083396.elal.co.il	ADMIN$	False	False
ly083396.elal.co.il	C$	False	False
ly083314.elal.co.il	ADMIN$	False	False
ly083314.elal.co.il	C$	False	False
ly090178.elal.co.il	ADMIN$	False	False
ly090178.elal.co.il	C$	False	False
ly083360.elal.co.il	ADMIN$	False	False
ly083360.elal.co.il	C$	False	False
ly083214.elal.co.il	ADMIN$	False	False
ly083214.elal.co.il	C$	False	False
DC-04.elal.co.il	ADMIN$	False	False
DC-04.elal.co.il	C$	False	False
DC-04.elal.co.il	NETLOGON	True	True
DC-04.elal.co.il	P$	False	False
DC-04.elal.co.il	SYSVOL	True	True
ly083331.elal.co.il	ADMIN$	False	False
ly083331.elal.co.il	C$	False	False
ly083230.elal.co.il	ADMIN$	False	False
ly083230.elal.co.il	C$	False	False
ly083399.elal.co.il	ADMIN$	False	False
ly083399.elal.co.il	C$	False	False
ly083278.elal.co.il	ADMIN$	False	False
ly083278.elal.co.il	C$	False	False
ly083304.elal.co.il	ADMIN$	False	False
ly083304.elal.co.il	C$	False	False
IIS-NEMALA-01.elal.co.il	ADMIN$	False	False
IIS-NEMALA-01.elal.co.il	BDOs	False	False
IIS-NEMALA-01.elal.co.il	C$	False	False
IIS-NEMALA-01.elal.co.il	D$	False	False
IIS-NEMALA-01.elal.co.il	E$	False	False
ly083418.elal.co.il	ADMIN$	False	False
ly083418.elal.co.il	C$	False	False
ARDWEB-01.elal.co.il	ADMIN$	False	False
ARDWEB-01.elal.co.il	C$	False	False
ly083451.elal.co.il	ADMIN$	False	False
ly083451.elal.co.il	C$	False	False
ly083231.elal.co.il	ADMIN$	False	False
ly083231.elal.co.il	C$	False	False
ly083424.elal.co.il	ADMIN$	False	False
ly083424.elal.co.il	C$	False	False
ly094010.elal.co.il	ADMIN$	False	False
ly094010.elal.co.il	C$	False	False
ly097372.elal.co.il	ADMIN$	False	False
ly097372.elal.co.il	C$	False	False
WS-WCS-01.elal.co.il	ADMIN$	False	False
WS-WCS-01.elal.co.il	C$	False	False
WS-WCS-01.elal.co.il	D$	False	False
WS-PREVIEW-01.elal.co.il	ADMIN$	False	False
WS-PREVIEW-01.elal.co.il	C$	False	False
WS-PREVIEW-01.elal.co.il	D$	False	False
SERVER-365.elal.co.il	ADMIN$	False	False
SERVER-365.elal.co.il	C$	False	False
SERVER-365.elal.co.il	EX-16-DAG.elal.co.il	False	False
WS-APP-01.elal.co.il	ADMIN$	False	False
WS-APP-01.elal.co.il	C$	False	False
WS-APP-01.elal.co.il	D$	False	False
WS-APP-01.elal.co.il	FILESERVER	False	False
WS-APP-01.elal.co.il	Installations	False	False
WS-APP-01.elal.co.il	Services	False	False
WS-APP-01.elal.co.il	Users	False	False
ORACLE-03.elal.co.il	ADMIN$	False	False
ORACLE-03.elal.co.il	C$	False	False
ORACLE-03.elal.co.il	D$	False	False
ORACLE-03.elal.co.il	oracle$	True	True
ly094324.elal.co.il	ADMIN$	False	False
ly094324.elal.co.il	C$	False	False
WS-INDEX-01.elal.co.il	ADMIN$	False	False
WS-INDEX-01.elal.co.il	C$	False	False
WS-INDEX-01.elal.co.il	D$	False	False
WS-INDEX-01.elal.co.il	E$	False	False
WS-INDEX-01.elal.co.il	F$	False	False
WS-INDEX-01.elal.co.il	G$	False	False
WS-INDEX-01.elal.co.il	H$	False	False
SQL-1A-03.elal.co.il	ADMIN$	False	False
SQL-1A-03.elal.co.il	C$	False	False
SQL-1A-03.elal.co.il	D$	False	False
SQL-1A-03.elal.co.il	E$	False	False
SQL-1A-03.elal.co.il	T$	False	False
ly094319.elal.co.il	ADMIN$	False	False
ly094319.elal.co.il	C$	False	False
ly094319.elal.co.il	Users	False	False
ly083170.elal.co.il	ADMIN$	False	False
ly083170.elal.co.il	C$	False	False
ly083361.elal.co.il	ADMIN$	False	False
ly083361.elal.co.il	C$	False	False
ly083224.elal.co.il	ADMIN$	False	False
ly083224.elal.co.il	C$	False	False
ly083305.elal.co.il	ADMIN$	False	False
ly083305.elal.co.il	C$	False	False
ly083483.elal.co.il	ADMIN$	False	False
ly083483.elal.co.il	C$	False	False
ly083221.elal.co.il	ADMIN$	False	False
ly083221.elal.co.il	C$	False	False
ly083356.elal.co.il	ADMIN$	False	False
ly083356.elal.co.il	C$	False	False
ly083401.elal.co.il	ADMIN$	False	False
ly083401.elal.co.il	C$	False	False
ly083380.elal.co.il	ADMIN$	False	False
ly083380.elal.co.il	C$	False	False
ly083347.elal.co.il	ADMIN$	False	False
ly083347.elal.co.il	C$	False	False
ly083370.elal.co.il	ADMIN$	False	False
ly083370.elal.co.il	C$	False	False
ly083242.elal.co.il	ADMIN$	False	False
ly083242.elal.co.il	C$	False	False
LY083159.elal.co.il	ADMIN$	False	False
LY083159.elal.co.il	C$	False	False
LY083168.elal.co.il	ADMIN$	False	False
LY083168.elal.co.il	C$	False	False
LY083223.elal.co.il	ADMIN$	False	False
LY083223.elal.co.il	C$	False	False
LY091030.elal.co.il	ADMIN$	False	False
LY091030.elal.co.il	C$	False	False
LY091030.elal.co.il	M$	False	False
LY083390.elal.co.il	ADMIN$	False	False
LY083390.elal.co.il	C$	False	False
AZURE-PASS.elal.co.il	ADMIN$	False	False
AZURE-PASS.elal.co.il	C$	False	False
DHCP-01.elal.co.il	ADMIN$	False	False
DHCP-01.elal.co.il	C$	False	False
MSG-1A-NEW.elal.co.il	ADMIN$	False	False
MSG-1A-NEW.elal.co.il	C$	False	False
MSG-1A-NEW.elal.co.il	D$	False	False
cifstest.elal.co.il	test	True	True
cifstest.elal.co.il	test-Cifs-Share	True	True
cifstest.elal.co.il	test-Mixed	True	True
cifstest.elal.co.il	test_perm$	False	False
cifstest.elal.co.il	test_no_perm$	False	False
cifstest.elal.co.il	test_no_sys$	True	True
cifstest.elal.co.il	C$	False	False
APP-PRIORITY15T.elal.co.il	ADMIN$	False	False
APP-PRIORITY15T.elal.co.il	C$	False	False
APP-PRIORITY15T.elal.co.il	D$	False	False
APP-PRIORITY15T.elal.co.il	E	True	True
APP-PRIORITY15T.elal.co.il	E$	False	False
APP-PRIORITY15T.elal.co.il	print$	True	True
BOXI-TST.elal.co.il	ADMIN$	False	False
BOXI-TST.elal.co.il	C$	False	False
BOXI-TST.elal.co.il	D$	False	False
BOXI-PRD-WEB-02.elal.co.il	ADMIN$	False	False
BOXI-PRD-WEB-02.elal.co.il	C$	False	False
BOXI-PRD-WEB-02.elal.co.il	D$	False	False
BOXI-PRD-WEB-01.elal.co.il	ADMIN$	False	False
BOXI-PRD-WEB-01.elal.co.il	C$	False	False
BOXI-PRD-WEB-01.elal.co.il	D$	False	False
BOXI-PRD-APP-02.elal.co.il	ADMIN$	False	False
BOXI-PRD-APP-02.elal.co.il	C$	False	False
BOXI-PRD-APP-02.elal.co.il	D$	False	False
BOXI-PRD-APP-01.elal.co.il	ADMIN$	False	False
BOXI-PRD-APP-01.elal.co.il	C$	False	False
BOXI-PRD-APP-01.elal.co.il	D$	False	False
LY097935.elal.co.il	ADMIN$	False	False
LY097935.elal.co.il	C$	False	False
LY083303.elal.co.il	ADMIN$	False	False
LY083303.elal.co.il	C$	False	False
LY083486.elal.co.il	ADMIN$	False	False
LY083486.elal.co.il	C$	False	False
LY083165.elal.co.il	ADMIN$	False	False
LY083165.elal.co.il	C$	False	False
IIS-TAHBURA-02.elal.co.il	ADMIN$	False	False
IIS-TAHBURA-02.elal.co.il	C$	False	False
IIS-TAHBURA-02.elal.co.il	D$	False	False
IIS-TAHBURA-02.elal.co.il	E$	False	False
ly084296.elal.co.il	ADMIN$	False	False
ly084296.elal.co.il	C$	False	False
ly094452.elal.co.il	ADMIN$	False	False
ly094452.elal.co.il	C$	False	False
SQL-40.elal.co.il	ADMIN$	False	False
SQL-40.elal.co.il	C$	False	False
SQL-40.elal.co.il	D$	False	False
SQL-40.elal.co.il	E$	False	False
SQL-40.elal.co.il	L$	False	False
SQL-40.elal.co.il	T$	False	False
ly090515.elal.co.il	ADMIN$	False	False
ly090515.elal.co.il	C$	False	False
LY084217.elal.co.il	ADMIN$	False	False
LY084217.elal.co.il	C$	False	False
LY094240.elal.co.il	ADMIN$	False	False
LY094240.elal.co.il	C$	False	False
LY094209.elal.co.il	ADMIN$	False	False
LY094209.elal.co.il	C$	False	False
LY094193.elal.co.il	ADMIN$	False	False
LY094193.elal.co.il	C$	False	False
IIS-HL-DO-BAKAR.elal.co.il	ADMIN$	False	False
IIS-HL-DO-BAKAR.elal.co.il	C$	False	False
IIS-HL-DO-BAKAR.elal.co.il	D$	False	False
IIS-HL-DO-BAKAR.elal.co.il	E$	False	False
IIS-OBSERVEIT.elal.co.il	ADMIN$	False	False
IIS-OBSERVEIT.elal.co.il	backups	True	True
IIS-OBSERVEIT.elal.co.il	C$	False	False
IIS-OBSERVEIT.elal.co.il	D$	False	False
IIS-OBSERVEIT.elal.co.il	E$	False	False
IIS-OBSERVEIT.elal.co.il	F$	False	False
IIS-OBSERVEIT.elal.co.il	G$	False	False
IIS-OBSERVEIT.elal.co.il	Hot	True	True
LY094231.elal.co.il	ADMIN$	False	False
LY094231.elal.co.il	C$	False	False
LY083244.elal.co.il	ADMIN$	False	False
LY083244.elal.co.il	C$	False	False
LY083236.elal.co.il	ADMIN$	False	False
LY083236.elal.co.il	C$	False	False
LY083344.elal.co.il	ADMIN$	False	False
LY083344.elal.co.il	C$	False	False
ly083350.elal.co.il	ADMIN$	False	False
ly083350.elal.co.il	C$	False	False
ly083302.elal.co.il	ADMIN$	False	False
ly083302.elal.co.il	C$	False	False
ly083464.elal.co.il	ADMIN$	False	False
ly083464.elal.co.il	C$	False	False
ly083367.elal.co.il	ADMIN$	False	False
ly083367.elal.co.il	C$	False	False
lap097481.elal.co.il	ADMIN$	False	False
lap097481.elal.co.il	C$	False	False
lap097481.elal.co.il	print$	True	True
ly083319.elal.co.il	ADMIN$	False	False
ly083319.elal.co.il	C$	False	False
ly083427.elal.co.il	ADMIN$	False	False
ly083427.elal.co.il	C$	False	False
LY098098.elal.co.il	ADMIN$	False	False
LY098098.elal.co.il	C$	False	False
ly083155.elal.co.il	ADMIN$	False	False
ly083155.elal.co.il	C$	False	False
ly083373.elal.co.il	ADMIN$	False	False
ly083373.elal.co.il	C$	False	False
ly083430.elal.co.il	ADMIN$	False	False
ly083430.elal.co.il	C$	False	False
ly083460.elal.co.il	ADMIN$	False	False
ly083460.elal.co.il	C$	False	False
ly083312.elal.co.il	ADMIN$	False	False
ly083312.elal.co.il	C$	False	False
LY080604.elal.co.il	ADMIN$	False	False
LY080604.elal.co.il	C$	False	False
LY083153.elal.co.il	ADMIN$	False	False
LY083153.elal.co.il	C$	False	False
ly080591.elal.co.il	ADMIN$	False	False
ly080591.elal.co.il	C$	False	False
ARGOCOM.elal.co.il	ADMIN$	False	False
ARGOCOM.elal.co.il	C$	False	False
ARGOCOM.elal.co.il	D$	False	False
NIMSOFT-DX-HUB.elal.co.il	ADMIN$	False	False
NIMSOFT-DX-HUB.elal.co.il	C$	False	False
NIMSOFT-DX-HUB.elal.co.il	D$	False	False
NIMSOFT-DX-RM2.elal.co.il	ADMIN$	False	False
NIMSOFT-DX-RM2.elal.co.il	C$	False	False
NIMSOFT-DX-RM2.elal.co.il	D$	False	False
NIMSOFT-DX-RM.elal.co.il	ADMIN$	False	False
NIMSOFT-DX-RM.elal.co.il	C$	False	False
NIMSOFT-DX-RM.elal.co.il	D$	False	False
NIMSOFT-DX-LAN1.elal.co.il	ADMIN$	False	False
NIMSOFT-DX-LAN1.elal.co.il	C$	False	False
NIMSOFT-DX-LAN1.elal.co.il	D$	False	False
NIMSOFT-DX-WEB.elal.co.il	ADMIN$	False	False
NIMSOFT-DX-WEB.elal.co.il	C$	False	False
NIMSOFT-DX-WEB.elal.co.il	D$	False	False
NIMSOFT-DX-CABI.elal.co.il	ADMIN$	False	False
NIMSOFT-DX-CABI.elal.co.il	C$	False	False
NIMSOFT-DX-CABI.elal.co.il	D$	False	False
NIMSOFT-DX-DB.elal.co.il	ADMIN$	False	False
NIMSOFT-DX-DB.elal.co.il	C$	False	False
NIMSOFT-DX-DB.elal.co.il	D$	False	False
NIMSOFT-DX-DB.elal.co.il	E$	False	False
NIMSOFT-DX-DB.elal.co.il	T$	False	False
ly090635.elal.co.il	ADMIN$	False	False
ly090635.elal.co.il	C$	False	False
CLC-WS2.elal.co.il	ADMIN$	False	False
CLC-WS2.elal.co.il	C$	False	False
CRM-IR-PROD.elal.co.il	ADMIN$	False	False
CRM-IR-PROD.elal.co.il	C$	False	False
ly097834.elal.co.il	ADMIN$	False	False
ly097834.elal.co.il	C$	False	False
SPEC-CONTROL-N.elal.co.il	ADMIN$	False	False
SPEC-CONTROL-N.elal.co.il	C$	False	False
SPEC-CONTROL-N.elal.co.il	D$	False	False
828SYS-BACKUP.elal.co.il	ADMIN$	False	False
828SYS-BACKUP.elal.co.il	C$	False	False
828SYS-BACKUP.elal.co.il	D$	False	False
SQL-41.elal.co.il	ADMIN$	False	False
SQL-41.elal.co.il	C$	False	False
SQL-41.elal.co.il	D$	False	False
SQL-41.elal.co.il	E$	False	False
SQL-41.elal.co.il	G$	False	False
SQL-41.elal.co.il	T$	False	False
SQL-TEST-01.elal.co.il	ADMIN$	False	False
SQL-TEST-01.elal.co.il	C$	False	False
SQL-TEST-01.elal.co.il	D$	False	False
SQL-TEST-01.elal.co.il	E$	False	False
SQL-TEST-01.elal.co.il	F$	False	False
SQL-TEST-01.elal.co.il	G$	False	False
SQL-TEST-01.elal.co.il	T$	False	False
IIS-AQD.elal.co.il	ADMIN$	False	False
IIS-AQD.elal.co.il	C$	False	False
IIS-AQD.elal.co.il	D$	False	False
IIS-AQD.elal.co.il	DOCUMENTS$	False	False
IIS-AQD.elal.co.il	E$	False	False
SQL-DFS-DB.elal.co.il	ADMIN$	False	False
SQL-DFS-DB.elal.co.il	C$	False	False
SQL-DFS-DB.elal.co.il	D$	False	False
SQL-DFS-DB.elal.co.il	E$	False	False
SQL-DFS-DB.elal.co.il	T$	False	False
IIS-MGOTO.elal.co.il	ADMIN$	False	False
IIS-MGOTO.elal.co.il	C$	False	False
IIS-MGOTO.elal.co.il	D$	False	False
IIS-MGOTO.elal.co.il	E$	False	False
ly091062.elal.co.il	ADMIN$	False	False
ly091062.elal.co.il	C$	False	False
PRDACMCEI-01.elal.co.il	ADMIN$	False	False
PRDACMCEI-01.elal.co.il	C$	False	False
PRDACMCEI-01.elal.co.il	D$	False	False
DEVACMCEI-01.elal.co.il	ADMIN$	False	False
DEVACMCEI-01.elal.co.il	C$	False	False
DEVACMCEI-01.elal.co.il	D$	False	False
LY087274.elal.co.il	ADMIN$	False	False
LY087274.elal.co.il	C$	False	False
CLC-WS4.elal.co.il	ADMIN$	False	False
CLC-WS4.elal.co.il	C$	False	False
CLC-WS3.elal.co.il	ADMIN$	False	False
CLC-WS3.elal.co.il	C$	False	False
ORACLE-04.elal.co.il	ADMIN$	False	False
ORACLE-04.elal.co.il	C$	False	False
ORACLE-04.elal.co.il	D$	False	False
ORACLE-04.elal.co.il	oracle$	True	True
ly101660.elal.co.il	ADMIN$	False	False
ly101660.elal.co.il	C$	False	False
ly101660.elal.co.il	print$	True	True
Azure-DC-01.elal.co.il	ADMIN$	False	False
Azure-DC-01.elal.co.il	C$	False	False
Azure-DC-01.elal.co.il	D$	False	False
Azure-DC-01.elal.co.il	NETLOGON	True	True
Azure-DC-01.elal.co.il	SYSVOL	True	True
AIRRM-SQL.elal.co.il	ADMIN$	False	False
AIRRM-SQL.elal.co.il	Airrm_Archive	False	False
AIRRM-SQL.elal.co.il	Backup	True	True
AIRRM-SQL.elal.co.il	C$	False	False
AIRRM-SQL.elal.co.il	Client Install	False	False
AIRRM-SQL.elal.co.il	D$	False	False
AIRRM-SQL.elal.co.il	E$	False	False
AIRRM-SQL.elal.co.il	F$	False	False
AIRRM-SQL.elal.co.il	G$	False	False
AIRRM-SQL.elal.co.il	INCOMING$	False	False
AIRRM-SQL.elal.co.il	Incoming-FFT$	False	False
AIRRM-SQL.elal.co.il	MTR	True	True
AIRRM-SQL.elal.co.il	Reporting	False	False
AIRRM-SQL.elal.co.il	Seabury_CSVs	True	True
AIRRM-SQL.elal.co.il	sebury_csvs	True	True
AIRRM-SQL.elal.co.il	T$	False	False
828sys-03.elal.co.il	ADMIN$	False	False
828sys-03.elal.co.il	C$	False	False
828sys-03.elal.co.il	D$	False	False
828sys-03.elal.co.il	temp$	False	False
GOANY-AGENT-01.elal.co.il	ADMIN$	False	False
GOANY-AGENT-01.elal.co.il	C$	False	False
GOANY-AGENT-01.elal.co.il	D$	False	False
IIS-AQD-TEST.elal.co.il	ADMIN$	False	False
IIS-AQD-TEST.elal.co.il	C$	False	False
IIS-AQD-TEST.elal.co.il	D$	False	False
IIS-AQD-TEST.elal.co.il	E$	False	False
SQL-TEST-13.elal.co.il	ADMIN$	False	False
SQL-TEST-13.elal.co.il	C$	False	False
SQL-TEST-13.elal.co.il	D$	False	False
SQL-TEST-13.elal.co.il	E$	False	False
SQL-TEST-13.elal.co.il	G$	False	False
SQL-TEST-13.elal.co.il	T$	False	False
LY087214.elal.co.il	ADMIN$	False	False
LY087214.elal.co.il	C$	False	False
ADAUDIT-01.elal.co.il	ADMIN$	False	False
ADAUDIT-01.elal.co.il	C$	False	False
ADAUDIT-01.elal.co.il	D$	False	False
lap100463.elal.co.il	ADMIN$	False	False
lap100463.elal.co.il	C$	False	False
lap100463.elal.co.il	print$	True	True
ly097866.elal.co.il	ADMIN$	False	False
ly097866.elal.co.il	C$	False	False
T-AVAYA-PMG.elal.co.il	ADMIN$	False	False
T-AVAYA-PMG.elal.co.il	C$	False	False
T-AVAYA-PMG.elal.co.il	Common	True	True
T-AVAYA-PMG.elal.co.il	Stas	False	False
T-AVAYA-SQL.elal.co.il	ADMIN$	False	False
T-AVAYA-SQL.elal.co.il	C$	False	False
T-AVAYA-SQL.elal.co.il	D$	False	False
T-AVAYA-SQL.elal.co.il	E$	False	False
T-AVAYA-SQL.elal.co.il	G$	False	False
T-AVAYA-SQL.elal.co.il	T$	False	False
LY087250.elal.co.il	ADMIN$	False	False
LY087250.elal.co.il	C$	False	False
T-AVAYA-AACC.elal.co.il	ADMIN$	False	False
T-AVAYA-AACC.elal.co.il	C$	False	False
T-AVAYA-AACC.elal.co.il	D$	False	False
T-AVAYA-AACC.elal.co.il	F$	False	False
T-AVAYA-AACC.elal.co.il	G$	False	False
T-AVAYA-AACC.elal.co.il	H$	False	False
T-AVAYA-AACC.elal.co.il	inboundattachment	True	True
T-AVAYA-AACC.elal.co.il	outboundattachment	True	True
T-AVAYA-AACC.elal.co.il	Temp	True	True
ORGANIZER-01-N.elal.co.il	ADMIN$	False	False
ORGANIZER-01-N.elal.co.il	C$	False	False
ORGANIZER-01-N.elal.co.il	D$	False	False
ORGANIZER-01-N.elal.co.il	ELAL_Contacts$	False	False
P-AVAYA-PMG-01.elal.co.il	ADMIN$	False	False
P-AVAYA-PMG-01.elal.co.il	AudioRoot	False	False
P-AVAYA-PMG-01.elal.co.il	C$	False	False
P-AVAYA-PMG-01.elal.co.il	Warehouse	True	True
P-AVAYA-PMG-02.elal.co.il	ADMIN$	False	False
P-AVAYA-PMG-02.elal.co.il	AudioRoot	False	False
P-AVAYA-PMG-02.elal.co.il	C$	False	False
P-AVAYA-PMG-02.elal.co.il	Warehouse	True	True
OMG-01.elal.co.il	ADMIN$	False	False
OMG-01.elal.co.il	C$	False	False
OMG-01.elal.co.il	D$	False	False
OMG-01.elal.co.il	E$	False	False
fs-03.elal.co.il	CA4BO$	False	False
fs-03.elal.co.il	PCI-IINET$	False	False
fs-03.elal.co.il	BSP$	False	False
fs-03.elal.co.il	PCI-IINET2U$	False	False
fs-03.elal.co.il	Tibco_Files	False	False
fs-03.elal.co.il	RLBUSA$	False	False
fs-03.elal.co.il	Network_Manager$	False	False
fs-03.elal.co.il	LongTerm2008$	False	False
fs-03.elal.co.il	ETL_INTERFACES$	False	False
fs-03.elal.co.il	LIDO$	False	False
fs-03.elal.co.il	AP_GEMS$	False	False
fs-03.elal.co.il	Budget-Contracts$	False	False
fs-03.elal.co.il	Template$	False	False
fs-03.elal.co.il	fuel$	False	False
fs-03.elal.co.il	ClubAirFS_Goshen$	False	False
fs-03.elal.co.il	BIF_SBR$	False	False
fs-03.elal.co.il	QL2$	False	False
fs-03.elal.co.il	SecurityAccounts$	False	False
fs-03.elal.co.il	1AFILES$	False	False
fs-03.elal.co.il	RMSDATA_INCOMING$	False	False
fs-03.elal.co.il	Letters$	False	False
fs-03.elal.co.il	DIVURFT$	False	False
fs-03.elal.co.il	Charm$	False	False
fs-03.elal.co.il	Claims$	False	False
fs-03.elal.co.il	1AFTP$	False	False
fs-03.elal.co.il	Tahzuka$	False	False
fs-03.elal.co.il	DailySalesRep$	False	False
fs-03.elal.co.il	Boing-Conf$	False	False
fs-03.elal.co.il	DWFiles$	False	False
fs-03.elal.co.il	Lido_FUP$	False	False
fs-03.elal.co.il	TZ_INPUT$	False	False
fs-03.elal.co.il	Presentations$	False	False
fs-03.elal.co.il	Backoffice$	False	False
fs-03.elal.co.il	exagon	False	False
fs-03.elal.co.il	BO$	False	False
fs-03.elal.co.il	CS-VP-Pic$	False	False
fs-03.elal.co.il	Customer Services VP$	False	False
fs-03.elal.co.il	DW_Commerce$	False	False
fs-03.elal.co.il	Ransys$	False	False
fs-03.elal.co.il	Pilots_Details$	False	False
fs-03.elal.co.il	CCFS$	False	False
fs-03.elal.co.il	Creditsrv$	False	False
fs-03.elal.co.il	NM_AP2011$	False	False
fs-03.elal.co.il	Customer_Procedure$	False	False
fs-03.elal.co.il	Shift$	False	False
fs-03.elal.co.il	Budget$	False	False
fs-03.elal.co.il	CS Director Div$	False	False
fs-03.elal.co.il	CargoMis$	False	False
fs-03.elal.co.il	tibco_ftp$	False	False
fs-03.elal.co.il	Invoice_Olim$	False	False
fs-03.elal.co.il	Sherut_shalom$	False	False
fs-03.elal.co.il	Customer$	False	False
fs-03.elal.co.il	DPHDCS$	False	False
fs-03.elal.co.il	ClubAirFS_FT4$	False	False
fs-03.elal.co.il	Cargo_Reports$	False	False
fs-03.elal.co.il	Manbat$	False	False
fs-03.elal.co.il	Tibco-CATERING$	False	False
fs-03.elal.co.il	LIDO_EU_INPUT$	False	False
fs-03.elal.co.il	Claim-CMO$	False	False
fs-03.elal.co.il	SQL-UPG$	False	False
fs-03.elal.co.il	DSRep_Limort$	False	False
fs-03.elal.co.il	ClubAirFS$	False	False
fs-03.elal.co.il	Tibco_Files-H24$	False	False
fs-03.elal.co.il	Tibco_Files_Dsr$	False	False
fs-03.elal.co.il	Overseas HR$	False	False
fs-03.elal.co.il	dcs$	False	False
fs-03.elal.co.il	ClubAirFS_Tmpl$	False	False
fs-03.elal.co.il	Cargo-Interline$	False	False
fs-03.elal.co.il	Pref_Seats$	False	False
fs-03.elal.co.il	ToolBox$	False	False
fs-03.elal.co.il	Amadeus-CM$	False	False
fs-03.elal.co.il	MinPrices$	False	False
fs-03.elal.co.il	ReleaseDep$	False	False
fs-03.elal.co.il	ClubAirFS_extfiles$	False	False
fs-03.elal.co.il	DailySalesRep-01$	False	False
fs-03.elal.co.il	SSIMFILES$	False	False
fs-03.elal.co.il	Lido_st_out$	False	False
fs-03.elal.co.il	FSUM_OUTPUT$	False	False
fs-03.elal.co.il	CCFS_MOKED_GENERAL$	False	False
